Filename	Domain	Age	Sex	isSlavic	Source	OriginalName	NewlyAnnotated
tei-skript2012_10-pr1chejhan_01_1	Natives Formal	15	F	Yes	Skript2012	pr1chejhan_01_1.xml	Yes
tei-skript2012_10-cb1cmorlui_02_1	Natives Formal	15	M	Yes	Skript2012	cb1cmorlui_02_1.xml	Yes
tei-skript2012_10-grp1bludjan_1	Natives Formal	15	M	Yes	Skript2012	grp1bludjan_1.xml	Yes
tei-skript2012_10-cb1acaprom_02_1	Natives Formal	15	M	Yes	Skript2012	cb1acaprom_02_1.xml	No
tei-skript2012_10-cb1cgremar_02_1	Natives Formal	15	F	Yes	Skript2012	cb1cgremar_02_1.xml	Yes
tei-skript2012_10-pr1czvepet_01_1	Natives Formal	15	M	Yes	Skript2012	pr1czvepet_01_1.xml	No
tei-skript2012_10-grp1bdubter_1	Natives Formal	15	F	Yes	Skript2012	grp1bdubter_1.xml	No
tei-skript2012_10-pr1ccermic_01_1	Natives Formal	15	M	Yes	Skript2012	pr1ccermic_01_1.xml	Yes
tei-skript2012_10-grp1bhofmar_1	Natives Formal	15	M	Yes	Skript2012	grp1bhofmar_1.xml	Yes
tei-skript2012_10-cb1cpolrob_02_1	Natives Formal	15	M	Yes	Skript2012	cb1cpolrob_02_1.xml	Yes
tei-skript2012_10-grp1bbohbar_1	Natives Formal	15	F	Yes	Skript2012	grp1bbohbar_1.xml	No
tei-skript2012_10-cb1ckaijan_02_1	Natives Formal	15	F	Yes	Skript2012	cb1ckaijan_02_1.xml	Yes
tei-skript2012_10-cb1acapolg_02_1	Natives Formal	15	F	Yes	Skript2012	cb1acapolg_02_1.xml	No
tei-skript2012_10-pr1ccermic_02_1	Natives Formal	15	M	Yes	Skript2012	pr1ccermic_02_1.xml	No
tei-skript2012_10-pr1ebobpav_01_1	Natives Formal	15	M	Yes	Skript2012	pr1ebobpav_01_1.xml	Yes
tei-skript2012_10-pr1eprotom_1	Natives Formal	15	M	Yes	Skript2012	pr1eprotom_1.xml	No
tei-skript2012_10-cb1akuband_02_1	Natives Formal	15	F	Yes	Skript2012	cb1akuband_02_1.xml	Yes
tei-romi_6-eh_mf_852_05_t_1	Romani	12	M	Yes	Romi	eh_mf_852_05_t_1.xml	No
tei-romi_6-VS_TS_062_44_t_1	Romani	11	F	Yes	Romi	VS_TS_062_44_t_1.xml	No
tei-romi_6-EH_PP_147_05_t_1	Romani	12	M	Yes	Romi	EH_PP_147_05_t_1.xml	No
tei-romi_6-eh_lc_838_05_t_1	Romani	12	F	Yes	Romi	eh_lc_838_05_t_1.xml	Yes
tei-romi_6-eh_lc_840_05_t_1	Romani	12	F	Yes	Romi	eh_lc_840_05_t_1.xml	No
tei-romi_6-JaB_PL_001_51_t_1	Romani	12	F	Yes	Romi	JaB_PL_001_51_t_1.xml	No
tei-romi_6-EH_LC_031_05_t_1	Romani	12	F	Yes	Romi	EH_LC_031_05_t_1.xml	No
tei-romi_6-EH_PP_336_05_t_1	Romani	12	M	Yes	Romi	EH_PP_336_05_t_1.xml	No
tei-romi_6-EH_PP_335_05_t_1	Romani	12	M	Yes	Romi	EH_PP_335_05_t_1.xml	No
tei-romi_6-EH_LC_142_05_t_1	Romani	12	F	Yes	Romi	EH_LC_142_05_t_1.xml	No
tei-romi_6-EH_DS_139_05_t_1	Romani	13	F	Yes	Romi	EH_DS_139_05_t_1.xml	No
tei-romi_6-JaB_EZ_143_51_t_1	Romani	13	F	Yes	Romi	JaB_EZ_143_51_t_1.xml	No
tei-romi_6-EH_PP_248_05_t_1	Romani	12	M	Yes	Romi	EH_PP_248_05_t_1.xml	No
tei-romi_6-VS_AT_073_44_t_1	Romani	12	M	Yes	Romi	VS_AT_073_44_t_1.xml	No
tei-romi_6-eh_mf_703_05_t_1	Romani	12	M	Yes	Romi	eh_mf_703_05_t_1.xml	No
tei-romi_6-JaB_VM_037_51_t_1	Romani	12	M	Yes	Romi	JaB_VM_037_51_t_1.xml	No
tei-romi_6-JaB_VH_134_51_t_1	Romani	13	M	Yes	Romi	JaB_VH_134_51_t_1.xml	No
tei-romi_6-eh_pp_628_05_t_1	Romani	12	M	Yes	Romi	eh_pp_628_05_t_1.xml	No
tei-romi_6-eh_lc_648_05_t_1	Romani	12	F	Yes	Romi	eh_lc_648_05_t_1.xml	No
tei-romi_6-MiK_VS_010_51_t_1	Romani	12	M	Yes	Romi	MiK_VS_010_51_t_1.xml	Yes
tei-romi_6-eh_ds_846_05_t_1	Romani	13	F	Yes	Romi	eh_ds_846_05_t_1.xml	Yes
tei-romi_6-JaB_RO_042_51_t_1	Romani	12	M	Yes	Romi	JaB_RO_042_51_t_1.xml	Yes
tei-romi_6-jh_rg_006_63_t_1	Romani	13	F	Yes	Romi	jh_rg_006_63_t_1.xml	No
tei-romi_6-EH_MO_255_05_B_t_1	Romani	14	F	Yes	Romi	EH_MO_255_05_B_t_1.xml	No
tei-romi_6-EH_PP_148_05_t_1	Romani	12	M	Yes	Romi	EH_PP_148_05_t_1.xml	No
tei-romi_6-VS_PH_056_44_t_1	Romani	11	M	Yes	Romi	VS_PH_056_44_t_1.xml	No
tei-romi_6-jh_ap_033_t_1	Romani	12	M	Yes	Romi	jh_ap_033_t_1.xml	No
tei-romi_6-EH_LC_356_05_t_1	Romani	12	F	Yes	Romi	EH_LC_356_05_t_1.xml	No
tei-romi_6-EH_MO_040_05_B_t_17	Romani	14	F	Yes	Romi	EH_MO_040_05_B_t_17.xml	No
tei-romi_6-JaB_JB_064_51_t_1	Romani	12	M	Yes	Romi	JaB_JB_064_51_t_1.xml	No
tei-romi_6-EH_MF_136_t_1	Romani	12	M	Yes	Romi	EH_MF_136_t_1.xml	No
tei-romi_6-VS_OS_060_44_t_1	Romani	12	M	Yes	Romi	VS_OS_060_44_t_1.xml	Yes
tei-romi_6-JaB_DE_066_51_t_1	Romani	12	M	Yes	Romi	JaB_DE_066_51_t_1.xml	No
tei-romi_6-VS_SS_065_44_t_1	Romani	12	M	Yes	Romi	VS_SS_065_44_t_1.xml	No
tei-romi_6-JaB_FG_062_51_t_1	Romani	12	M	Yes	Romi	JaB_FG_062_51_t_1.xml	No
tei-romi_6-MiK_MF_014_51_t_1	Romani	11	F	Yes	Romi	MiK_MF_014_51_t_1.xml	No
tei-romi_6-jh_ap_021_t_1	Romani	12	M	Yes	Romi	jh_ap_021_t_1.xml	No
tei-romi_6-jh_nd_015_63_t_1	Romani	12	M	Yes	Romi	jh_nd_015_63_t_1.xml	No
tei-romi_6-EH_MF_134_05_t_1	Romani	12	M	Yes	Romi	EH_MF_134_05_t_1.xml	No
tei-romi_6-EH_MF_186_05_B_t_1	Romani	12	M	Yes	Romi	EH_MF_186_05_B_t_1.xml	No
tei-romi_6-jk_mg_009_t_1	Romani	13	M	Yes	Romi	jk_mg_009_t_1.xml	No
tei-romi_6-EH_MO_256_05_B_t_1	Romani	14	F	Yes	Romi	EH_MO_256_05_B_t_1.xml	No
tei-romi_6-JaB_SO_084_51_t_1	Romani	13	M	Yes	Romi	JaB_SO_084_51_t_1.xml	No
tei-romi_6-VS_VG_066_44_t_1	Romani	11	F	Yes	Romi	VS_VG_066_44_t_1.xml	No
tei-romi_6-JaB_MC_132_51_t_1	Romani	13	F	Yes	Romi	JaB_MC_132_51_t_1.xml	No
tei-romi_6-JaB_JH_009_51_t_1	Romani	12	M	Yes	Romi	JaB_JH_009_51_t_1.xml	Yes
tei-romi_6-jh_tc_036_t_1	Romani	12	F	Yes	Romi	jh_tc_036_t_1.xml	No
tei-romi_6-eh_ds_843_05_t_1	Romani	13	F	Yes	Romi	eh_ds_843_05_t_1.xml	No
tei-romi_6-JaB_MP_055_51_t_1	Romani	13	F	Yes	Romi	JaB_MP_055_51_t_1.xml	Yes
tei-romi_6-eh_lc_644_05_t_1	Romani	12	F	Yes	Romi	eh_lc_644_05_t_1.xml	No
tei-romi_6-VS_TT_077_44_t_1	Romani	12	M	Yes	Romi	VS_TT_077_44_t_1.xml	No
tei-romi_6-jh_rg_038_t_1	Romani	13	F	Yes	Romi	jh_rg_038_t_1.xml	No
tei-romi_6-JaB_AL_063_51_t_1	Romani	12	F	Yes	Romi	JaB_AL_063_51_t_1.xml	Yes
tei-romi_6-EH_MF_186_05_t_1	Romani	12	M	Yes	Romi	EH_MF_186_05_t_1.xml	No
tei-romi_6-eh_mf_705_05_t_1	Romani	12	M	Yes	Romi	eh_mf_705_05_t_1.xml	No
tei-romi_6-JaB_CH_041_51_t_1	Romani	12	F	Yes	Romi	JaB_CH_041_51_t_1.xml	No
tei-romi_6-VS_TR_096_44_t_1	Romani	12	F	Yes	Romi	VS_TR_096_44_t_1.xml	No
tei-romi_6-DaK_DL_017_51_t_1	Romani	12	M	Yes	Romi	DaK_DL_017_51_t_1.xml	No
tei-romi_6-jh_a0_008_63_t_1	Romani	12	M	Yes	Romi	jh_a0_008_63_t_1.xml	No
tei-romi_6-VS_ZM_082_44_t_1	Romani	11	F	Yes	Romi	VS_ZM_082_44_t_1.xml	No
tei-romi_6-eh_mf_708_t_1	Romani	12	M	Yes	Romi	eh_mf_708_t_1.xml	No
tei-romi_6-JaB_GB_144_51_t_1	Romani	12	F	Yes	Romi	JaB_GB_144_51_t_1.xml	No
tei-romi_6-EH_PP_249_05_t_1	Romani	12	M	Yes	Romi	EH_PP_249_05_t_1.xml	No
tei-romi_6-eh_mf_854_05_t_1	Romani	12	M	Yes	Romi	eh_mf_854_05_t_1.xml	No
tei-romi_6-eh_lc_498_05_t_1	Romani	12	F	Yes	Romi	eh_lc_498_05_t_1.xml	Yes
tei-romi_6-JaB_AK_065_51_t_1	Romani	12	M	Yes	Romi	JaB_AK_065_51_t_1.xml	Yes
tei-romi_6-JaB_WL_040_51_t_1	Romani	12	M	Yes	Romi	JaB_WL_040_51_t_1.xml	No
tei-romi_6-eh_lc_836_05_t_1	Romani	12	F	Yes	Romi	eh_lc_836_05_t_1.xml	Yes
tei-romi_6-jh_tc_013_63_t_1	Romani	12	F	Yes	Romi	jh_tc_013_63_t_1.xml	No
tei-romi_6-eh_mf_707_05_t_1	Romani	12	M	Yes	Romi	eh_mf_707_05_t_1.xml	Yes
tei-romi_6-jh_a0_032_t_1	Romani	12	M	Yes	Romi	jh_a0_032_t_1.xml	No
tei-romi_6-VS_MG_073_44_t_1	Romani	12	M	Yes	Romi	VS_MG_073_44_t_1.xml	No
tei-romi_6-EH_MF_034_05_t_11	Romani	12	M	Yes	Romi	EH_MF_034_05_t_11.xml	No
tei-romi_6-JaB_AK_057_51_t_1	Romani	13	M	Yes	Romi	JaB_AK_057_51_t_1.xml	No
tei-romi_6-VS_KM_79_44_t_1	Romani	11	M	Yes	Romi	VS_KM_79_44_t_1.xml	No
tei-romi_6-JaB_MC_145_51_t_1	Romani	12	F	Yes	Romi	JaB_MC_145_51_t_1.xml	No
tei-romi_6-eh_mf_856_05_t_1	Romani	12	M	Yes	Romi	eh_mf_856_05_t_1.xml	No
tei-romi_6-EH_DS_173_05_t_1	Romani	13	F	Yes	Romi	EH_DS_173_05_t_1.xml	No
tei-romi_6-eh_lc_649_05_t_1	Romani	12	F	Yes	Romi	eh_lc_649_05_t_1.xml	Yes
tei-romi_6-EH_MO_039_05_t_15	Romani	14	F	Yes	Romi	EH_MO_039_05_t_15.xml	No
tei-romi_6-eh_mf_855_05_t_1	Romani	12	M	Yes	Romi	eh_mf_855_05_t_1.xml	No
tei-romi_6-JaB_KL_003_51_t_1	Romani	13	M	Yes	Romi	JaB_KL_003_51_t_1.xml	No
tei-romi_6-JaB_VD_072_51_t_1	Romani	12	F	Yes	Romi	JaB_VD_072_51_t_1.xml	Yes
tei-romi_6-jk_bl_017_t_1	Romani	13	F	Yes	Romi	jk_bl_017_t_1.xml	Yes
tei-romi_6-JaB_MR_068_51_t_1	Romani	12	M	Yes	Romi	JaB_MR_068_51_t_1.xml	No
tei-romi_6-eh_mf_706_05_t_1	Romani	12	M	Yes	Romi	eh_mf_706_05_t_1.xml	Yes
tei-romi_6-jh_rg_029_t_1	Romani	13	F	Yes	Romi	jh_rg_029_t_1.xml	Yes
tei-romi_6-eh_ds_552_05_t_1	Romani	13	F	Yes	Romi	eh_ds_552_05_t_1.xml	No
tei-romi_6-eh_lc_645_05_t_1	Romani	12	F	Yes	Romi	eh_lc_645_05_t_1.xml	No
tei-romi_6-JaB_MV_136_51_t_1	Romani	12	F	Yes	Romi	JaB_MV_136_51_t_1.xml	No
tei-romi_6-EH_LC_174_05_t_1	Romani	12	F	Yes	Romi	EH_LC_174_05_t_1.xml	Yes
tei-romi_6-DaK_LV_015_51_t_1	Romani	12	F	Yes	Romi	DaK_LV_015_51_t_1.xml	No
tei-romi_6-JaB_KA_054_51_t_1	Romani	13	M	Yes	Romi	JaB_KA_054_51_t_1.xml	No
tei-romi_6-jk_bl_016_t_1	Romani	13	F	Yes	Romi	jk_bl_016_t_1.xml	Yes
tei-romi_6-JaB_KH_071_51_t_1	Romani	12	F	Yes	Romi	JaB_KH_071_51_t_1.xml	No
tei-romi_6-VS_OJ_081_44_t_1	Romani	11	M	Yes	Romi	VS_OJ_081_44_t_1.xml	No
tei-romi_6-eh_lc_499_05_t_1	Romani	12	F	Yes	Romi	eh_lc_499_05_t_1.xml	No
tei-romi_6-EH_MF_429_05_t_1	Romani	12	M	Yes	Romi	EH_MF_429_05_t_1.xml	No
tei-romi_6-jh_rg_018_63_t_1	Romani	13	F	Yes	Romi	jh_rg_018_63_t_1.xml	No
tei-romi_6-JaB_KF_135_51_t_1	Romani	12	M	Yes	Romi	JaB_KF_135_51_t_1.xml	No
tei-romi_6-EH_MO_293_05_t_1	Romani	14	F	Yes	Romi	EH_MO_293_05_t_1.xml	No
tei-romi_6-VS_PJ_067_44_t_1	Romani	12	M	Yes	Romi	VS_PJ_067_44_t_1.xml	No
tei-romi_6-VS_NG_064_44_t_1	Romani	12	F	Yes	Romi	VS_NG_064_44_t_1.xml	No
tei-romi_6-EH_MO_255_05_t_1	Romani	14	F	Yes	Romi	EH_MO_255_05_t_1.xml	No
tei-romi_6-EH_MO_040_05_t_16	Romani	14	F	Yes	Romi	EH_MO_040_05_t_16.xml	No
tei-romi_6-MiK_KM_016_51_t_1	Romani	12	F	Yes	Romi	MiK_KM_016_51_t_1.xml	No
tei-romi_6-eh_mf_701_05_t_1	Romani	12	M	Yes	Romi	eh_mf_701_05_t_1.xml	No
tei-romi_6-eh_lc_839_05_t_1	Romani	12	F	Yes	Romi	eh_lc_839_05_t_1.xml	Yes
tei-romi_6-EH_MO_256_05_t_1	Romani	14	F	Yes	Romi	EH_MO_256_05_t_1.xml	No
tei-romi_6-EH_LC_032_05_t_3	Romani	12	F	Yes	Romi	EH_LC_032_05_t_3.xml	Yes
tei-romi_6-jh_tc_025_t_1	Romani	12	F	Yes	Romi	jh_tc_025_t_1.xml	No
tei-romi_6-EH_MF_135_t_1	Romani	12	M	Yes	Romi	EH_MF_135_t_1.xml	No
tei-romi_6-jh_tc_002_63_t_1	Romani	12	F	Yes	Romi	jh_tc_002_63_t_1.xml	No
tei-romi_6-eh_mf_704_05_t_1	Romani	12	M	Yes	Romi	eh_mf_704_05_t_1.xml	No
tei-romi_6-eh_mf_857_05_t_1	Romani	12	M	Yes	Romi	eh_mf_857_05_t_1.xml	No
tei-romi_6-JaB_MT_053_51_t_1	Romani	13	M	Yes	Romi	JaB_MT_053_51_t_1.xml	No
tei-romi_6-VS_KB_071_44_t_1	Romani	11	F	Yes	Romi	VS_KB_071_44_t_1.xml	No
tei-romi_6-EH_PP_149_05_t_1	Romani	12	M	Yes	Romi	EH_PP_149_05_t_1.xml	No
tei-romi_6-JaB_RR_039_51_t_1	Romani	12	M	Yes	Romi	JaB_RR_039_51_t_1.xml	No
tei-romi_6-VS_JL_069_44_t_1	Romani	12	F	Yes	Romi	VS_JL_069_44_t_1.xml	No
tei-romi_6-VS_JT_059_44_t_1	Romani	12	M	Yes	Romi	VS_JT_059_44_t_1.xml	No
tei-romi_6-jk_mg_010_t_1	Romani	13	M	Yes	Romi	jk_mg_010_t_1.xml	Yes
tei-romi_6-eh_mf_853_05_t_1	Romani	12	M	Yes	Romi	eh_mf_853_05_t_1.xml	No
tei-romi_6-JaB_PC_067_51_t_1	Romani	12	F	Yes	Romi	JaB_PC_067_51_t_1.xml	Yes
tei-romi_6-EH_LC_143_05_t_1	Romani	12	F	Yes	Romi	EH_LC_143_05_t_1.xml	No
tei-romi_6-JaB_HH_080_51_t_1	Romani	13	M	Yes	Romi	JaB_HH_080_51_t_1.xml	Yes
tei-romi_6-eh_lc_912_05_t_1	Romani	12	F	Yes	Romi	eh_lc_912_05_t_1.xml	No
tei-romi_6-EH_LC_032_05_B_t_4	Romani	12	F	Yes	Romi	EH_LC_032_05_B_t_4.xml	No
tei-romi_6-EH_PP_128_05_t_1	Romani	12	M	Yes	Romi	EH_PP_128_05_t_1.xml	No
tei-romi_6-JaB_MB_069_51_t_1	Romani	12	F	Yes	Romi	JaB_MB_069_51_t_1.xml	No
tei-romi_6-JaB_ST_035_51_t_1	Romani	12	F	Yes	Romi	JaB_ST_035_51_t_1.xml	Yes
tei-romi_6-jh_nd_028_t_1	Romani	12	M	Yes	Romi	jh_nd_028_t_1.xml	No
tei-romi_6-eh_ds_842_05_t_1	Romani	13	F	Yes	Romi	eh_ds_842_05_t_1.xml	No
tei-romi_6-eh_mf_702_05_t_1	Romani	12	M	Yes	Romi	eh_mf_702_05_t_1.xml	Yes
tei-romi_6-jh_nd_004_63_t_1	Romani	12	M	Yes	Romi	jh_nd_004_63_t_1.xml	No
tei-romi_6-JaB_HA_038_51_t_1	Romani	12	M	Yes	Romi	JaB_HA_038_51_t_1.xml	No
tei-romi_6-VS_JK_097_44_t_1	Romani	13	M	Yes	Romi	VS_JK_097_44_t_1.xml	No
tei-romi_6-JaB_JV_070_51_t_1	Romani	12	F	Yes	Romi	JaB_JV_070_51_t_1.xml	Yes
tei-romi_6-jk_bl_015_t_1	Romani	13	F	Yes	Romi	jk_bl_015_t_1.xml	No
tei-romi_6-JaB_VO_002_51_t_1	Romani	12	M	Yes	Romi	JaB_VO_002_51_t_1.xml	No
tei-romi_6-DaK_HK_007_51_t_1	Romani	12	M	Yes	Romi	DaK_HK_007_51_t_1.xml	No
tei-romi_6-eh_mf_709_05_t_1	Romani	12	M	Yes	Romi	eh_mf_709_05_t_1.xml	No
tei-romi_6-MiK_DK_001_51_t_1	Romani	11	F	Yes	Romi	MiK_DK_001_51_t_1.xml	No
tei-romi_6-EH_DS_140_05_t_1	Romani	13	F	Yes	Romi	EH_DS_140_05_t_1.xml	No
tei-skript2012_11-ces2gbermon_1	Natives Formal	15	F	Yes	Skript2012	ces2gbermon_1.xml	Yes
tei-skript2012_9-js9bhouvla_1	Natives Formal	14	M	Yes	Skript2012	js9bhouvla_1.xml	Yes
tei-skript2012_9-js9bkottom_1	Natives Formal	14	M	Yes	Skript2012	js9bkottom_1.xml	Yes
tei-skript2012_9-js9kovsil_02_1	Natives Formal	14	F	Yes	Skript2012	js9kovsil_02_1.xml	Yes
tei-skript2012_9-js9bmacric_1	Natives Formal	14	M	Yes	Skript2012	js9bmacric_1.xml	Yes
tei-skript2012_9-js9bkrejak_01_1	Natives Formal	14	M	Yes	Skript2012	js9bkrejak_01_1.xml	Yes
tei-skript2012_9-js9bkormat_01_1	Natives Formal	14	M	Yes	Skript2012	js9bkormat_01_1.xml	Yes
tei-skript2012_9-js9bbalade_1	Natives Formal	14	F	Yes	Skript2012	js9bbalade_1.xml	Yes
tei-skript2012_9-js9bnoskla_1	Natives Formal	14	F	Yes	Skript2012	js9bnoskla_1.xml	Yes
tei-romi_4-vra_lc_142_01_t_1	Romani	10	M	Yes	Romi	vra_lc_142_01_t_1.xml	Yes
tei-romi_4-vra_th_050_01_t_1	Romani	10	F	Yes	Romi	vra_th_050_01_t_1.xml	No
tei-romi_4-VRA_KR_039_01_t_1	Romani	10	M	Yes	Romi	VRA_KR_039_01_t_1.xml	No
tei-romi_4-P_SS_ND_139_63_t_1	Romani	11	F	Yes	Romi	P_SS_ND_139_63_t_1.xml	No
tei-romi_4-ss_is_15_63_t_1	Romani	11	F	Yes	Romi	ss_is_15_63_t_1.xml	No
tei-romi_4-ss_is_007_63_t_1	Romani	11	F	Yes	Romi	ss_is_007_63_t_1.xml	No
tei-romi_4-VS_MR_080_44_t_1	Romani	10	F	Yes	Romi	VS_MR_080_44_t_1.xml	No
tei-romi_4-EH_MM_207_05_t_1	Romani	10	M	Yes	Romi	EH_MM_207_05_t_1.xml	No
tei-romi_4-VRA_MS_043_01_t_1	Romani	10	M	Yes	Romi	VRA_MS_043_01_t_1.xml	No
tei-romi_4-ss_dp_078_63_t_1	Romani	11	M	Yes	Romi	ss_dp_078_63_t_1.xml	No
tei-romi_4-P_SS_HS_135_63_t_1	Romani	11	F	Yes	Romi	P_SS_HS_135_63_t_1.xml	No
tei-romi_4-vra_mk_091_01_t_1	Romani	10	M	Yes	Romi	vra_mk_091_01_t_1.xml	No
tei-romi_4-eh_po_697_05_t_1	Romani	11	M	Yes	Romi	eh_po_697_05_t_1.xml	No
tei-romi_4-ss_hs_041_63_t_1	Romani	11	F	Yes	Romi	ss_hs_041_63_t_1.xml	No
tei-romi_4-vra_jm_068_01_t_1	Romani	11	M	Yes	Romi	vra_jm_068_01_t_1.xml	No
tei-romi_4-VS_JD_015_44_t_1	Romani	10	M	Yes	Romi	VS_JD_015_44_t_1.xml	No
tei-romi_4-eh_po_695_05_t_1	Romani	11	M	Yes	Romi	eh_po_695_05_t_1.xml	No
tei-romi_4-ss_is_092_63_t_1	Romani	11	F	Yes	Romi	ss_is_092_63_t_1.xml	No
tei-romi_4-eh_kc_523_05_t_1	Romani	11	F	Yes	Romi	eh_kc_523_05_t_1.xml	No
tei-romi_4-P_MP_EG_018_63_t_1	Romani	11	F	Yes	Romi	P_MP_EG_018_63_t_1.xml	No
tei-romi_4-ss_pc_022_63_t_1	Romani	11	M	Yes	Romi	ss_pc_022_63_t_1.xml	No
tei-romi_4-vra_ls_085_01_t_1	Romani	10	F	Yes	Romi	vra_ls_085_01_t_1.xml	No
tei-romi_4-eh_kc_521_05_t_1	Romani	11	F	Yes	Romi	eh_kc_521_05_t_1.xml	No
tei-romi_4-vra_th_102_01_t_1	Romani	10	F	Yes	Romi	vra_th_102_01_t_1.xml	No
tei-romi_4-P_MP_KH_011_63_t_1	Romani	10	M	Yes	Romi	P_MP_KH_011_63_t_1.xml	No
tei-romi_4-ss_nd_073_63_t_1	Romani	11	F	Yes	Romi	ss_nd_073_63_t_1.xml	No
tei-romi_4-VRA_PK_025_01_t_1	Romani	10	F	Yes	Romi	VRA_PK_025_01_t_1.xml	No
tei-romi_4-ss_is_018_63_t_1	Romani	11	F	Yes	Romi	ss_is_018_63_t_1.xml	No
tei-romi_4-P_SS_HS_120_63_t_1	Romani	11	F	Yes	Romi	P_SS_HS_120_63_t_1.xml	No
tei-romi_4-vra_im_134_01_t_1	Romani	10	F	Yes	Romi	vra_im_134_01_t_1.xml	No
